  0.00000000E+00 -0.24384580E+01
  0.10542281E-01 -0.24389537E+01
  0.21084561E-01 -0.24404539E+01
  0.31626842E-01 -0.24429958E+01
  0.42169122E-01 -0.24466343E+01
  0.52711403E-01 -0.24514327E+01
  0.63253683E-01 -0.24574507E+01
  0.73795964E-01 -0.24647316E+01
  0.84338245E-01 -0.24732900E+01
  0.94880525E-01 -0.24831013E+01
  0.10542281E+00 -0.24940945E+01
  0.11596509E+00 -0.25061490E+01
  0.12650737E+00 -0.25190962E+01
  0.13704965E+00 -0.25327252E+01
  0.14759193E+00 -0.25467935E+01
  0.15813421E+00 -0.25610407E+01
  0.16867649E+00 -0.25752043E+01
  0.17921877E+00 -0.25890365E+01
  0.18976105E+00 -0.26023202E+01
  0.20030333E+00 -0.26148828E+01
  0.21084561E+00 -0.26266066E+01
  0.22138789E+00 -0.26374348E+01
  0.23193017E+00 -0.26473731E+01
  0.24247245E+00 -0.26564860E+01
  0.25301473E+00 -0.26648888E+01
  0.26355701E+00 -0.26727365E+01
  0.27409929E+00 -0.26802097E+01
  0.28464158E+00 -0.26874995E+01
  0.29518386E+00 -0.26947928E+01
  0.30572614E+00 -0.27022590E+01
  0.31626842E+00 -0.27100390E+01
  0.32681070E+00 -0.27182383E+01
  0.33735298E+00 -0.27269228E+01
  0.34789526E+00 -0.27361198E+01
  0.35843754E+00 -0.27458206E+01
  0.36897982E+00 -0.27559877E+01
  0.37952210E+00 -0.27665630E+01
  0.39006438E+00 -0.27774762E+01
  0.40060666E+00 -0.27886547E+01
  0.41114894E+00 -0.28000307E+01
  0.42169122E+00 -0.28115473E+01
  0.43223350E+00 -0.28231624E+01
  0.44277578E+00 -0.28348497E+01
  0.45331806E+00 -0.28465974E+01
  0.46386035E+00 -0.28584049E+01
  0.47440263E+00 -0.28702787E+01
  0.48494491E+00 -0.28822263E+01
  0.49548719E+00 -0.28942516E+01
  0.50602947E+00 -0.29063502E+01
  0.51657175E+00 -0.29185061E+01
  0.52711403E+00 -0.29306904E+01
  0.53765631E+00 -0.29428617E+01
  0.54819859E+00 -0.29549678E+01
  0.55874087E+00 -0.29669496E+01
  0.56928315E+00 -0.29787455E+01
  0.57982543E+00 -0.29902960E+01
  0.59036771E+00 -0.30015486E+01
  0.60090999E+00 -0.30124617E+01
  0.61145227E+00 -0.30230073E+01
  0.62199455E+00 -0.30331723E+01
  0.63253683E+00 -0.30429583E+01
  0.64307912E+00 -0.30523795E+01
  0.65362140E+00 -0.30614604E+01
  0.66416368E+00 -0.30702315E+01
  0.67470596E+00 -0.30787255E+01
  0.68524824E+00 -0.30869732E+01
  0.69579052E+00 -0.30950007E+01
  0.70633280E+00 -0.31028265E+01
  0.71687508E+00 -0.31104605E+01
  0.72741736E+00 -0.31179045E+01
  0.73795964E+00 -0.31251527E+01
  0.74850192E+00 -0.31321944E+01
  0.75904420E+00 -0.31390164E+01
  0.76958648E+00 -0.31456058E+01
  0.78012876E+00 -0.31519526E+01
  0.79067104E+00 -0.31580518E+01
  0.80121332E+00 -0.31639044E+01
  0.81175560E+00 -0.31695175E+01
  0.82229788E+00 -0.31749040E+01
  0.83284017E+00 -0.31800801E+01
  0.84338245E+00 -0.31850638E+01
  0.85392473E+00 -0.31898722E+01
  0.86446701E+00 -0.31945188E+01
  0.87500929E+00 -0.31990116E+01
  0.88555157E+00 -0.32033517E+01
  0.89609385E+00 -0.32075327E+01
  0.90663613E+00 -0.32115411E+01
  0.91717841E+00 -0.32153576E+01
  0.92772069E+00 -0.32189588E+01
  0.93826297E+00 -0.32223197E+01
  0.94880525E+00 -0.32254163E+01
  0.95934753E+00 -0.32282276E+01
  0.96988981E+00 -0.32307375E+01
  0.98043209E+00 -0.32329361E+01
  0.99097437E+00 -0.32348197E+01
  0.10015167E+01 -0.32363906E+01
  0.10120589E+01 -0.32376554E+01
  0.10226012E+01 -0.32386238E+01
  0.10331435E+01 -0.32393060E+01
  0.10436858E+01 -0.32397112E+01
  0.10542281E+01 -0.32398455E+01
  0.10647117E+01 -0.32366756E+01
  0.10751953E+01 -0.32272775E+01
  0.10856790E+01 -0.32119794E+01
  0.10961626E+01 -0.31913050E+01
  0.11066463E+01 -0.31659418E+01
  0.11171299E+01 -0.31366983E+01
  0.11276135E+01 -0.31044561E+01
  0.11380972E+01 -0.30701184E+01
  0.11485808E+01 -0.30345601E+01
  0.11590645E+01 -0.29985815E+01
  0.11695481E+01 -0.29628702E+01
  0.11800317E+01 -0.29279731E+01
  0.11905154E+01 -0.28942792E+01
  0.12009990E+01 -0.28620162E+01
  0.12114827E+01 -0.28312571E+01
  0.12219663E+01 -0.28019394E+01
  0.12324499E+01 -0.27738911E+01
  0.12429336E+01 -0.27468640E+01
  0.12534172E+01 -0.27205692E+01
  0.12639009E+01 -0.26947124E+01
  0.12743845E+01 -0.26690261E+01
  0.12848681E+01 -0.26432966E+01
  0.12953518E+01 -0.26173827E+01
  0.13058354E+01 -0.25912264E+01
  0.13163191E+01 -0.25648539E+01
  0.13268027E+01 -0.25383684E+01
  0.13372863E+01 -0.25119359E+01
  0.13477700E+01 -0.24857646E+01
  0.13582536E+01 -0.24600815E+01
  0.13687372E+01 -0.24351081E+01
  0.13792209E+01 -0.24110375E+01
  0.13897045E+01 -0.23880146E+01
  0.14001882E+01 -0.23661225E+01
  0.14106718E+01 -0.23453747E+01
  0.14211554E+01 -0.23257145E+01
  0.14316391E+01 -0.23070216E+01
  0.14421227E+01 -0.22891241E+01
  0.14526064E+01 -0.22718160E+01
  0.14630900E+01 -0.22548776E+01
  0.14735736E+01 -0.22380972E+01
  0.14840573E+01 -0.22212917E+01
  0.14945409E+01 -0.22043254E+01
  0.15050246E+01 -0.21871236E+01
  0.15155082E+01 -0.21696820E+01
  0.15259918E+01 -0.21520693E+01
  0.15364755E+01 -0.21344248E+01
  0.15469591E+01 -0.21169488E+01
  0.15574428E+01 -0.20998899E+01
  0.15679264E+01 -0.20835278E+01
  0.15784100E+01 -0.20681540E+01
  0.15888937E+01 -0.20540524E+01
  0.15993773E+01 -0.20414804E+01
  0.16098610E+01 -0.20306532E+01
  0.16203446E+01 -0.20217306E+01
  0.16308282E+01 -0.20148091E+01
  0.16413119E+01 -0.20099179E+01
  0.16517955E+01 -0.20070200E+01
  0.16622792E+01 -0.20060177E+01
  0.16727785E+01 -0.20067630E+01
  0.16832779E+01 -0.20090683E+01
  0.16937773E+01 -0.20127160E+01
  0.17042766E+01 -0.20174752E+01
  0.17147760E+01 -0.20231160E+01
  0.17252754E+01 -0.20294217E+01
  0.17357747E+01 -0.20361989E+01
  0.17462741E+01 -0.20432851E+01
  0.17567735E+01 -0.20505539E+01
  0.17672729E+01 -0.20579169E+01
  0.17777722E+01 -0.20653227E+01
  0.17882716E+01 -0.20727548E+01
  0.17987710E+01 -0.20802259E+01
  0.18092703E+01 -0.20877727E+01
  0.18197697E+01 -0.20954487E+01
  0.18302691E+01 -0.21033173E+01
  0.18407684E+01 -0.21114452E+01
  0.18512678E+01 -0.21198966E+01
  0.18617672E+01 -0.21287274E+01
  0.18722665E+01 -0.21379820E+01
  0.18827659E+01 -0.21476896E+01
  0.18932653E+01 -0.21578633E+01
  0.19037647E+01 -0.21684992E+01
  0.19142640E+01 -0.21795770E+01
  0.19247634E+01 -0.21910616E+01
  0.19352628E+01 -0.22029052E+01
  0.19457621E+01 -0.22150506E+01
  0.19562615E+01 -0.22274344E+01
  0.19667609E+01 -0.22399904E+01
  0.19772602E+01 -0.22526538E+01
  0.19877596E+01 -0.22653643E+01
  0.19982590E+01 -0.22780695E+01
  0.20087583E+01 -0.22907278E+01
  0.20192577E+01 -0.23033097E+01
  0.20297571E+01 -0.23157989E+01
  0.20402565E+01 -0.23281925E+01
  0.20507558E+01 -0.23404993E+01
  0.20612552E+01 -0.23527376E+01
  0.20717546E+01 -0.23649323E+01
  0.20822539E+01 -0.23771105E+01
  0.20927533E+01 -0.23892971E+01
  0.21032527E+01 -0.24015109E+01
  0.21137520E+01 -0.24137601E+01
  0.21242514E+01 -0.24260388E+01
  0.21347508E+01 -0.24383252E+01
  0.21452501E+01 -0.24505804E+01
  0.21557495E+01 -0.24627494E+01
  0.21662489E+01 -0.24747630E+01
  0.21767482E+01 -0.24865421E+01
  0.21872476E+01 -0.24980024E+01
  0.21977470E+01 -0.25090602E+01
  0.22082464E+01 -0.25196387E+01
  0.22187457E+01 -0.25296737E+01
  0.22292451E+01 -0.25391184E+01
  0.22397445E+01 -0.25479474E+01
  0.22502438E+01 -0.25561580E+01
  0.22607432E+01 -0.25637699E+01
  0.22712426E+01 -0.25708233E+01
  0.22817419E+01 -0.25773738E+01
  0.22922413E+01 -0.25834866E+01
  0.23027407E+01 -0.25892293E+01
  0.23132400E+01 -0.25946648E+01
  0.23237394E+01 -0.25998433E+01
  0.23342388E+01 -0.26047973E+01
  0.23447382E+01 -0.26095364E+01
  0.23552375E+01 -0.26140462E+01
  0.23657369E+01 -0.26182891E+01
  0.23762363E+01 -0.26222073E+01
  0.23867356E+01 -0.26257297E+01
  0.23972350E+01 -0.26287792E+01
  0.24077344E+01 -0.26312829E+01
  0.24182337E+01 -0.26331813E+01
  0.24287331E+01 -0.26344377E+01
  0.24392325E+01 -0.26350458E+01
  0.24497318E+01 -0.26350343E+01
  0.24602312E+01 -0.26344693E+01
  0.24707306E+01 -0.26334520E+01
  0.24812300E+01 -0.26321130E+01
  0.24917293E+01 -0.26306038E+01
  0.25022287E+01 -0.26290840E+01
  0.25127281E+01 -0.26277083E+01
  0.25232274E+01 -0.26266117E+01
  0.25337268E+01 -0.26258950E+01
  0.25442262E+01 -0.26256138E+01
  0.25547255E+01 -0.26257684E+01
  0.25652249E+01 -0.26262997E+01
  0.25757243E+01 -0.26270887E+01
  0.25862236E+01 -0.26279616E+01
  0.25967230E+01 -0.26286995E+01
  0.26072224E+01 -0.26290523E+01
  0.26177218E+01 -0.26287561E+01
  0.26282211E+01 -0.26275519E+01
  0.26387205E+01 -0.26252059E+01
  0.26492199E+01 -0.26215272E+01
  0.26597192E+01 -0.26163835E+01
  0.26702186E+01 -0.26097130E+01
  0.26807180E+01 -0.26015307E+01
  0.26912173E+01 -0.25919296E+01
  0.27017167E+01 -0.25810760E+01
